EventName,ID,Name,dialog,Next ID,Count,CheckPoint
お店の人と話して,1,私,こんにちは！食材を買いに来たんですけど、何かおすすめはありますか？,2,0,0
お店の人と話して,2,店主,おや、いらっしゃい！今日はちょうど特製ソーセージが出来上がったばかりなんだ。よかったら、サービスで一つ持って行きなよ。,3,0,0
お店の人と話して,3,私,え、ほんとうですか！？ありがとうございます、すごく嬉しいです！,4,0,0
お店の人と話して,4,店主,気にしないで。君にはこれでBBQをもっと楽しんでほしいからね。美味しいから、ぜひ試してみて。,5,0,0
お店の人と話して,5,私,わあ、ありがとうございます！絶対おいしいですよね。,6,0,0
お店の人と話して,6,,BBQが終わりお礼と感想を言いに行く,7,0,0
お店の人と話して,7,私,先日はソーセージをありがとうございました！BBQでみんなで食べたんですが、本当に美味しかったです！,8,0,0
お店の人と話して,8,店主,おお、そう言ってもらえると嬉しいよ！みんなで楽しんでくれたなら、作った甲斐があるってものだ。,9,0,0
お店の人と話して,9,私,あのソーセージ、ジューシーで味わい深くて、みんな大絶賛でした。ぜひまた買いに来ますね！,10,0,0
お店の人と話して,10,店主,そう言ってもらえると、また作りがいがあるよ。次回も、また何か特別なものを用意しておくから楽しみにしててくれ。,11,0,0
お店の人と話して,11,私,楽しみにしています！本当にありがとうございました。,0,0,0
キャンプ,1,私,こんにちは！BBQもできるんですね、楽しそう！,2,0,0
キャンプ,2,隣のBBQ参加者,あ、こんにちは！そうなんです、いい天気だし、みんなでワイワイやってるんですよ。よかったら一緒にどうですか？,3,0,0
キャンプ,3,私,ほんとうですか？ありがとうございます！じゃあ、お言葉に甘えて…,4,0,0
キャンプ,4,私,すごく楽しいですね！でも、食材がだいぶ減ってきちゃいましたね。,5,0,0
キャンプ,5,隣のBBQ参加者,あ、本当ですね。食材が足りなくなりそうだ。ちょっと取りに行ってきますね。,6,0,0
キャンプ,6,私,わかりました！じゃあ、私も手伝いに行きます。,7,0,0
キャンプ,7,私,ただいま戻りました！食材も無事に確保できました。,8,0,0
キャンプ,8,隣のBBQ参加者,お疲れ様！食材もばっちり揃ったし、また美味しいBBQができそうだね。,9,0,0
キャンプ,9,私,実は、さっきお店でソーセージをもらったんです。すごく気前よくて、みんなで食べたらすごく美味しかったんですよ。,10,0,0
キャンプ,10,隣のBBQ参加者,それはいいですね！どんなソーセージだったんですか？,11,0,0
キャンプ,11,私,ジューシーで香りが最高でした！また買いに行きたくなっちゃいました。,12,0,0
キャンプ,12,隣のBBQ参加者,それはよかった！じゃあ、今度行った時は私にも教えてくださいね。,13,0,0
キャンプ,13,私,あ、そうだ、ソーセージをもらったお店の人にお礼を言いに行こうと思って。,14,0,0
キャンプ,14,隣のBBQ参加者,いいですね！お礼を言うのは大事ですよ。,15,0,0
キャンプ,15,私,はい、行ってきますね。今日は本当にありがとうございました！,16,0,0
キャンプ,16,隣のBBQ参加者,こちらこそ、楽しい時間をありがとう。また一緒にやりましょうね！,0,0,0
おばあちゃんの昔話,1,私,こんにちは！この町に来たばかりなんですけど、何かおすすめの場所はありますか？,2,0,0
おばあちゃんの昔話,2,町の住民,あら、ようこそ！そうだな、もし歴史や雰囲気を楽しみたいなら、町の外れにある神社に行ってみるといいよ。あそこには長い歴史があって、町の人々に大切にされているんだ。,3,0,0
おばあちゃんの昔話,3,私,神社ですか？それは面白そうですね！どんな神社なんですか？,4,0,0
おばあちゃんの昔話,4,町の住民,神社は静かな場所で、特に四季折々の風景が美しいんだ。桜の季節や紅葉の時期は本当に素晴らしいよ。参拝していると心が落ち着く場所だし、ぜひ一度行ってみて。,5,0,0
おばあちゃんの昔話,5,私,それは行ってみたくなりますね！ありがとうございます、早速行ってみます！,6,0,0
おばあちゃんの昔話,6,私,おかげさまで、神社に行ってきましたよ！とても静かで落ち着いた場所でした。,7,0,0
おばあちゃんの昔話,7,町の住民,行ってきたんだね！どうだった？,8,0,0
おばあちゃんの昔話,8,私,本当に素敵な場所でした。特に、境内から見える景色が圧巻でしたよ。四季折々の美しさが伝わってきました。,9,0,0
おばあちゃんの昔話,9,町の住民,それはよかった！あの神社は町の人たちにとって、心の拠り所みたいな場所だからね。気に入ってもらえてうれしいよ。,10,0,0
おばあちゃんの昔話,10,私,ええ、また訪れたい場所です。教えてくれてありがとうございました！,0,0,0
雨宿りラーメン,1,私,あれ？なんだかいい匂いがするな…,2,0,0
雨宿りラーメン,2,私,この匂い、絶対おいしいラーメンだよな…,3,0,0
雨宿りラーメン,3,私,こんにちは、お店の前を通りかかって、すごくいい匂いがしてました。,4,0,0
雨宿りラーメン,4,店主,おお、いらっしゃい！匂いに惹かれてきたんだな？ちょうどタイミング良かったな、特製スープが完成したばかりだよ。,5,0,0
雨宿りラーメン,5,私,本当にいい匂いですね！今日はまだ食事をしていなくて…,6,0,0
雨宿りラーメン,6,店主,なら、ちょっと休憩してラーメン食べてきなよ！サービスでラーメンを一杯無料！どうだ？,7,0,0
雨宿りラーメン,7,私,えっ、いいんですか？じゃあ、いただこうかな！,8,0,0
雨宿りラーメン,8,店主,もちろんさ！食べていきなよ。君にはちょうどいいタイミングだ。,0,0,0
月山神社にお参り,1,私,おばあさんからお話を聞いて、こちらに来ました。,2,0,0
月山神社にお参り,2,おばあさん,あら、そうだったのね。おばあさんが君に会ってみなさいって言ってたわ。よく来てくれたわね。,3,0,0
月山神社にお参り,3,私,ありがとうございます。おばあさんの話を聞いて、ぜひお会いしたくて。,4,0,0
月山神社にお参り,4,おばあさん,まぁ、そんなに言ってもらえるなんて、嬉しいわ。じゃあ、ゆっくりしていってね。,5,0,0
月山神社にお参り,5,私,まずはお参りをしてから、改めておばあさんに挨拶に行こう。,6,0,0
月山神社にお参り,6,おばあさん,それがいいわね。心を込めてお参りしてきなさい。それから、また戻ってきてくれるのを楽しみにしているわ。,7,0,0
月山神社にお参り,7,私,わかりました。お参りが終わったら、すぐにおばあさんのところに挨拶に行きます。,8,0,0
月山神社にお参り,8,おばあさん,待ってるからね。,0,0,0
月山和紙ができるまで,1,私,こんにちは、何かお手伝いできることはありますか？,2,0,0
月山和紙ができるまで,2,和紙職人,おや、君か。実は、ちょうどいいところに来たな。これは私の手作りの和紙なんだが、君にも少しあげようと思ってね。,3,0,0
月山和紙ができるまで,3,私,本当に？ありがとうございます！,4,0,0
月山和紙ができるまで,4,和紙職人,どういたしまして。和紙は何かを作るにも遊ぶにも使えるし、君の旅にもきっと役立つだろう。,5,0,0
月山和紙ができるまで,5,私,こんなに素敵な和紙、どう使おうか…,6,0,0
月山和紙ができるまで,6,和紙職人,そうだな、何か折り紙でもして遊ぶのはどうだ？それで気分転換にもなるだろう。,7,0,0
月山和紙ができるまで,7,私,和紙をもらってきたんだけど…折り紙をやってみようかな。,8,0,0
月山和紙ができるまで,8,和紙職人,お、持ってきたね！その和紙で折り紙をして遊ぶのはいいアイデアだ。少し手を貸そうか？,9,0,0
月山和紙ができるまで,9,私,ぜひ、どうやって折るんですか？,10,0,0
月山和紙ができるまで,10,和紙職人,まずはこの和紙を四角に切って、折り目をしっかりとつけるんだ。その後は、君が好きな形を思い浮かべて折り進めていこう。,11,0,0
月山和紙ができるまで,11,私,よし、挑戦してみます！,12,0,0
月山和紙ができるまで,12,和紙職人,楽しんで！和紙の質感を感じながら折ると、出来上がりがまた一段と美しくなるからね。,13,0,0
月山和紙ができるまで,13,私,うまくできるかな…？,14,0,0
月山和紙ができるまで,14,和紙職人,大丈夫、ゆっくりやればきっと素敵なものが作れるさ。どうだ、もう少しで完成だろう？,0,0,0
日本一の巨樹,1,私,この町には何か有名なもの何かありませんか？,2,0,0
日本一の巨樹,2,町の住人,ああ、それなら知ってるかもしれないね。町の中心に生えている巨木のことだよ。あれはかなり古いもので、伝説によれば、この町を守る力を持っていると言われているんだ。,3,0,0
日本一の巨樹,3,私,巨木？どんな木なんですか？,4,0,0
日本一の巨樹,4,町の住人,その木は、根元から大きな枝が広がって、まるで空を支えているような姿をしているんだ。見たことがないなら、ぜひ一度見てみるといいよ。,5,0,0
日本一の巨樹,5,私,それはすごいですね。,6,0,0
日本一の巨樹,8,町の住人,ぜひ見てきてくれ。あの巨木の前で一枚、写真を撮るのもいい思い出になるだろう。,7,0,0
日本一の巨樹,9,私,写真ですか…よし、じゃあその木と一緒に撮ってみようかな。,8,0,0
日本一の巨樹,10,町の住人,おお、いい感じだね！あの木と一緒なら、きっと素敵な写真になるよ。,9,0,0
日本一の巨樹,11,私,ありがとうございます。これでいい思い出ができました。,10,0,0
日本一の巨樹,12,町の住人,どういたしまして。あの木のように、君の旅も長く、守られるよう祈っているよ。,0,0,0
ランタンづくり体験,1,私,どうしたんですか？何か困ってるんですか？,2,0,0
ランタンづくり体験,2,ランタン職人,ああ、君か…実は困っているんだ。ランタンを作ろうと思ったんだけど、必要な和紙が足りなくてね。特に、月山和紙という特別な紙が足りないんだ。,3,0,0
ランタンづくり体験,3,私,月山和紙？それなら、どこで手に入るんですか？,4,0,0
ランタンづくり体験,4,ランタン職人,月山和紙は山の向こうの村で作られているんだが、ちょっと遠い場所だから…君にお願いできるか？その和紙を持ってきてくれたら、素晴らしいランタンを作ってみせるよ。,5,0,0
ランタンづくり体験,5,私,わかりました。月山和紙を探してきますね。,6,0,0
ランタンづくり体験,6,ランタン職人,ありがとう！和紙を手に入れたら、すぐに戻ってきてくれ。楽しみにしているよ！,7,0,0
ランタンづくり体験,7,私,月山和紙、持ってきましたよ。,8,0,0
ランタンづくり体験,8,ランタン職人,おお、これが月山和紙か…！ありがとう、君が持ってきてくれるとは思わなかったよ。,9,0,0
ランタンづくり体験,9,私,これでランタンは作れるんですね？,10,0,0
ランタンづくり体験,10,ランタン職人,もちろん！君と一緒に作るとなると、もっと素敵なものができそうだ。さあ、君も手伝ってくれ！,11,0,0
ランタンづくり体験,11,私,わかりました、どうやって作るんですか？,12,0,0
ランタンづくり体験,12,ランタン職人,まずはこの和紙を切り出して…次に骨組みを組み立てる。君が和紙を貼ってくれると助かるよ。,13,0,0
ランタンづくり体験,13,私,了解しました、慎重にやってみます。,14,0,0
ランタンづくり体験,14,ランタン職人,うん、その調子！あとは少しの時間があれば、立派なランタンが完成するはずだ。,15,0,0
ランタンづくり体験,15,私,（数分後）,16,0,0
ランタンづくり体験,16,ランタン職人,完成だ！見てみろ、このランタン…君のおかげで、素晴らしい出来になったよ。,17,0,0
ランタンづくり体験,17,私,なかなかいい出来ですね。これなら夜道も明るく照らせそうです。,18,0,0
ランタンづくり体験,18,ランタン職人,君の手伝いがなければ、こんなに美しいものは作れなかった。感謝しているよ。,19,0,0
ランタンづくり体験,19,私,お礼はいいですよ。これでランタンが完成しましたね。,20,0,0
ランタンづくり体験,20,ランタン職人,うん、君が来てくれて本当に助かったよ。さあ、このランタンを持って、君の旅路を明るく照らしてくれ。,0,0,0
HomeA解放,1,あなた,だれかと電話をしているみたいだ,2,0,0
HomeA解放,2,電話中の女性,ええっ！工事資材を道に落としてきちゃったの！？,0,0,0
HomeA解放,1,電話中の女性,3000円あったら朝日山の家に行けるんだけど…,0,1,0
HomeA解放,1,電話中の女性,いいの！ありがとう！,2,0,1
HomeA解放,2,電話中の女性,本当に助かったわ！,0,0,1
HomeA解放,1,電話中の女性,朝日山の家に行けるようになったわ！,0,1,1
HomeA中級解放,1,男性,仕事したくない…,2,0,0
HomeA中級解放,2,あなた,自転車で景色を見るっていうのはどう？,0,0,0
HomeA中級解放,1,男性,3000円で1日乗り放題？そんな大金持ってないよ,0,1,0
HomeA中級解放,1,男性,え、いいのかい？,2,0,1
HomeA中級解放,2,男性,ありがとう。どこかいい景色の場所でも探してみようかな,0,0,1
HomeA中級解放,1,男性,真ん中の充電スポットが空いたね。どこに行けるんだろう,0,1,1
HomeA上級解放,1,コートの男性,また会ったね。こっちでも、僕のお気に入りのコースを教えてあげようか,2,0,0
HomeA上級解放,2,コートの男性,もちろんタダってわけにはいかないよ。実はまたお土産を買いすぎてしまってね,0,0,0
HomeA上級解放,1,コートの男性,3000円くれたら、お気に入りのコースを教えてあげるよ,0,1,0
HomeA上級解放,1,コートの男性,ありがとう！これでもっとお土産を買っていけるぞ！,2,0,1
HomeA上級解放,2,コートの男性,一番右の充電スポットから僕のお気に入りのコースにいけるようにしておいたよ,0,0,1
HomeA上級解放,1,コートの男性,西川町を楽しんでね,0,1,1
HomeB解放,1,女子学生,この先に温泉があるんだけど、道の整備に時間がかかってるんだって,2,0,0
HomeB解放,2,女子学生,資材を無くしちゃって、その分の資金繰りに苦労してるみたい,0,0,0
HomeB解放,1,女子学生,3000円くらいあればいいみたいなんだけど,0,1,0
HomeB解放,1,女子学生,これを寄付すればすぐ温泉にはいれるかも！,2,0,1
HomeB解放,2,女子学生,ありがとう！,0,0,1
HomeB解放,1,女子学生,西に向かえば温泉まですぐだよ！,0,1,1
HomeB中級解放,1,コートの男性,また会ったね。こっちでも、僕のお気に入りのコースを教えてあげようか,2,0,0
HomeB中級解放,2,コートの男性,もちろんタダってわけにはいかないよ。実はまたお土産を買いすぎてしまってね,0,0,0
HomeB中級解放,1,コートの男性,3000円くれたら、お気に入りのコースを教えてあげるよ,0,1,0
HomeB中級解放,1,コートの男性,ありがとう！これでもっとお土産を買っていけるぞ！,2,0,1
HomeB中級解放,2,コートの男性,真ん中の充電スポットから僕のお気に入りのコースにいけるようにしておいたよ,0,0,1
HomeB中級解放,1,コートの男性,西川町を楽しんでね,0,1,1
HomeB上級解放,1,眠そうな男性,ふわぁ、夜更かししたからあくびが出ちゃった,2,0,0
HomeB上級解放,2,眠そうな男性,夜のサイクリングも楽しいもんだよ。コースを教えてあげようか？,0,0,0
HomeB上級解放,1,眠そうな男性,3000円で夜用の整備もしてあげるよ,0,1,0
HomeB上級解放,1,眠そうな男性,ありがとう。じゃあ整備するね,2,0,1
HomeB上級解放,2,眠そうな男性,これで行けるはずだよ,0,0,1
HomeB上級解放,1,眠そうな男性,一番右の充電スポットから夜のコースに行けるようにしておいたからね,0,1,1
HomeC中級解放,1,女子学生,私の自転車、パンクしちゃって直してもらってるの,2,0,0
HomeC中級解放,2,女子学生,なんだか時間がかかるみたい,0,0,0
HomeC中級解放,1,女子学生,3000円あればすぐ直してくれるみたいなんだけど、そんな大金持ってないよ！,0,1,0
HomeC中級解放,1,女子学生,え、もらっちゃっていいんですか？,2,0,1
HomeC中級解放,2,女子学生,ありがとうございます！,0,0,1
HomeC中級解放,1,女子学生,真ん中の充電スポットから、私のお気に入りのコースに行けるようにしておきました！,0,1,1
HomeC上級解放,1,コートの男性,僕のお気に入りのコースを教えてあげようか,2,0,0
HomeC上級解放,2,コートの男性,タダってわけにはいかないよ。実はお土産を買いすぎてしまってね,0,0,0
HomeC上級解放,1,コートの男性,3000円くれたら、お気に入りのコースを教えてあげるよ,0,1,0
HomeC上級解放,1,コートの男性,ありがとう！これでもっとお土産を買っていけるぞ！,2,0,1
HomeC上級解放,2,コートの男性,右の充電スポットから僕のお気に入りのコースにいけるようにしておいたよ,0,0,1
HomeC上級解放,1,コートの男性,西川町を楽しんでね,0,1,1
Quest1,1,男子学生,おなかすいた…何か暖かいものが食べたいな,2,0,0
Quest1,2,男子学生,ラーメンが3つくらいあったらうれしいんだけど,0,0,0
Quest1,1,男子学生,ラーメンが3つ欲しいな。もちろんお代は払うよ！,0,1,0
Quest1,1,男子学生,ありがとう！レストイン花笠といえばやっぱりラーメンだよね！,2,0,1
Quest1,2,男子学生,おなかいっぱいだよ,0,0,1
Quest1,1,男子学生,ありがとう！レストイン花笠といえばやっぱりラーメンだよね！,0,1,1
Quest2,1,不安症の女性,お出かけしたいんだけど、迷子になったらどうしよう…,2,0,0
Quest2,2,不安症の女性,月山神社のお守りがあったら安心できるんだけど,0,0,0
Quest2,1,不安症の女性,お金は払うから、お守りを３つ持ってきてくれないかしら…,0,1,0
Quest2,1,不安症の女性,ありがとう！,2,0,1
Quest2,2,不安症の女性,これでどこへでもいけるわ！,0,0,1
Quest2,1,不安症の女性,ありがとう！,0,1,1
Quest3,1,オシャレな女性,西川町の和紙を使ったファッションを思いついたわ！,2,0,0
Quest3,2,オシャレな女性,和紙を3つ用意してくれないかしら,0,0,0
Quest3,1,オシャレな女性,もちろんお代は払うわよ！和紙を３つ！よろしくね,0,1,0
Quest3,1,オシャレな女性,ありがとう！,2,0,1
Quest3,2,オシャレな女性,新しい西川町ファッション時代の幕開けよ！,0,0,1
Quest3,1,オシャレな女性,ありがとう！,0,1,1
